application_number,application_type,sponsor_name,generic_name,brand_name,manufacturer_name,marketing_status,therapeutic_class_epc,therapeutic_class_cs,mechanism_of_action,regulatory_action_type,submission_type,review_priority,approval_year,submission_status_date,product_type,route,dosage_form,substance_name,rxcui,unii
ANDA207435,ANDA,MICRO LABS,AMLODIPINE AND OLMESARTAN MEDOXOMIL,AMLODIPINE AND OLMESARTAN MEDOXOMIL,Micro Labs Limited,Prescription,,,,AP,ORIG,STANDARD,2017,20171102,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,AMLODIPINE BESYLATE,730861,6M97XTV3HD
ANDA071972,ANDA,IMPAX LABS INC,PROPRANOLOL HYDROCHLORIDE,PROPRANOLOL HYDROCHLORIDE,Amneal Pharmaceuticals NY LLC,Prescription,,,,AP,SUPPL,,2014,20141209,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,PROPRANOLOL HYDROCHLORIDE,856448,F8A3652H1V
ANDA209825,ANDA,GLAND,DOXORUBICIN HYDROCHLORIDE,DOXORUBICIN HYDROCHLORIDE,Gland Pharma Limited,Prescription,,,,AP,SUPPL,STANDARD,2024,20240828,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,DOXORUBICIN HYDROCHLORIDE,1191138,82F2G7BL4E
ANDA211551,ANDA,SANKALP LIFECARE,LEVOCETIRIZINE DIHYDROCHLORIDE,ALLERGY RELIEF 24HR,VELOCITY PHARMA LLC,Over-the-counter,,,,AP,ORIG,STANDARD,2018,20181120,HUMAN OTC DRUG,ORAL,TABLET,LEVOCETIRIZINE DIHYDROCHLORIDE,855172,SOD6A38AGA
ANDA211607,ANDA,APOTEX,TASIMELTEON,TASIMELTEON,Apotex Corp.,Prescription,Melatonin Receptor Agonist [EPC],,Melatonin Receptor Agonists [MoA],AP,ORIG,STANDARD,2022,20221220,HUMAN PRESCRIPTION DRUG,ORAL,CAPSULE,TASIMELTEON,1490473,SHS4PU80D9
ANDA202142,ANDA,MIKART,OXYCODONE HYDROCHLORIDE AND ACETAMINOPHEN,PROLATE,Forte Bio-Pharma LLC,Prescription,,,,AP,SUPPL,STANDARD,2024,20240315,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,ACETAMINOPHEN,2105822,362O9ITL9D
ANDA074736,ANDA,WATSON LABS,PENTAZOCINE HYDROCHLORIDE AND NALOXONE HYDROCHLORIDE,PENTAZOCINE AND NALOXONE,"Actavis Pharma, Inc.",Prescription,,,,AP,SUPPL,STANDARD,2016,20161216,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,NALOXONE HYDROCHLORIDE,312289,F850569PQR
NDA019953,NDA,B BRAUN,HEPARIN SODIUM IN SODIUM CHLORIDE,HEPARIN SODIUM IN SODIUM CHLORIDE,B. Braun Medical Inc.,Prescription,,,,AP,ORIG,STANDARD,1992,19920720,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,HEPARIN SODIUM,1658690,ZZ45AB24CA
ANDA208429,ANDA,CHARTWELL RX,IMATINIB MESYLATE,IMATINIB MESYLATE,"Chartwell RX, LLC",Prescription,,,,AP,SUPPL,STANDARD,2025,20250108,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,IMATINIB MESYLATE,403878,8A1O1M485B
ANDA061904,ANDA,CARNEGIE,ERYTHROMYCIN ETHYLSUCCINATE,ERYTHROMYCIN ETHYLSUCCINATE,"Azurity Pharmaceuticals, Inc. (formerly Arbor Pharmaceuticals)",Prescription,,,,AP,SUPPL,,2009,20090918,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ERYTHROMYCIN ETHYLSUCCINATE,686405,1014KSJ86F
ANDA210385,ANDA,AUROBINDO PHARMA,DIMETHYL FUMARATE,DIMETHYL FUMARATE,Aurobindo Pharma Limited,Prescription,,,,AP,SUPPL,STANDARD,2024,20241217,HUMAN PRESCRIPTION DRUG,ORAL,"CAPSULE, DELAYED RELEASE",DIMETHYL FUMARATE,1373483,FO2303MNI2
NDA020923,NDA,LIEBEL-FLARSHEIM,IOVERSOL,OPTIRAY 320,Liebel-Flarsheim Company LLC,Discontinued,Radiographic Contrast Agent [EPC],,X-Ray Contrast Activity [MoA],AP,SUPPL,STANDARD,2016,20160812,HUMAN PRESCRIPTION DRUG,INJECTION,INJECTABLE,IOVERSOL,,N3RIB7X24K
ANDA202116,ANDA,ALVOGEN,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,"Alvogen, Inc.",Prescription,,,,AP,SUPPL,,2018,20180918,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,OXYCODONE HYDROCHLORIDE,1049611,C1ENJ2TE6C
ANDA076477,ANDA,SUN PHARM INDS LTD,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Sun Pharmaceutical Industries Inc.,Discontinued,,,,AP,SUPPL,STANDARD,2015,20151006,HUMAN PRESCRIPTION DRUG,ORAL,TABLET,ATORVASTATIN CALCIUM TRIHYDRATE,259255,48A5M73Z4Q
ANDA215582,ANDA,QUAGEN,ARIPIPRAZOLE,ARIPIPRAZOLE,QUAGEN PHARMACEUTICALS LLC,Prescription,Atypical Antipsychotic [EPC],,,AP,ORIG,STANDARD,2025,20251022,HUMAN PRESCRIPTION DRUG,ORAL,SOLUTION,ARIPIPRAZOLE,485496,82VFR53I78
